sum 60,,,,,,,,,,,
,,,,,,,,,,,
2019/9/3,216,41,94,122,139,150,,0.189814815,0.435185185,0.564814815,0.643518519
2019/9/4,280,86,108,116,134,143,,0.307142857,0.385714286,0.414285714,0.478571429
2019/9/5,292,69,128,154,189,199,,0.23630137,0.438356164,0.52739726,0.647260274
2019/9/6,362,92,157,192,253,262,,0.254143646,0.433701657,0.53038674,0.698895028
2019/9/7,253,65,114,157,202,210,,0.256916996,0.450592885,0.62055336,0.798418972
2019/9/8,187,50,108,138,165,167,,0.267379679,0.577540107,0.737967914,0.882352941
2019/9/9,311,64,145,194,238,247,,0.205787781,0.466237942,0.623794212,0.765273312
2019/9/10,274,42,97,132,180,191,,0.153284672,0.354014599,0.481751825,0.656934307
2019/9/11,305,42,85,124,156,165,,0.137704918,0.278688525,0.406557377,0.51147541
2019/9/12,397,66,171,236,286,311,,0.166246851,0.430730479,0.594458438,0.720403023
2019/9/13,197,25,56,78,88,98,,0.126903553,0.284263959,0.395939086,0.446700508
2019/9/14,206,24,65,95,133,140,,0.116504854,0.315533981,0.461165049,0.645631068
2019/9/15,191,30,78,119,146,157,,0.157068063,0.408376963,0.623036649,0.764397906
2019/9/16,300,68,156,202,265,273,,0.226666667,0.52,0.673333333,0.883333333
2019/9/17,307,67,171,212,256,270,,0.218241042,0.557003257,0.690553746,0.833876221
2019/9/18,338,60,179,226,276,298,,0.177514793,0.529585799,0.668639053,0.816568047
2019/9/19,365,85,198,237,296,308,,0.232876712,0.542465753,0.649315068,0.810958904
2019/9/20,392,96,215,267,333,345,,0.244897959,0.548469388,0.681122449,0.849489796
2019/9/21,228,57,111,148,192,205,,0.25,0.486842105,0.649122807,0.842105263
2019/9/22,204,36,66,89,107,112,,0.176470588,0.323529412,0.43627451,0.524509804
2019/9/23,313,80,153,185,247,264,,0.255591054,0.488817891,0.591054313,0.78913738
2019/9/24,318,57,131,180,259,272,,0.179245283,0.411949686,0.566037736,0.814465409
2019/9/25,310,55,129,163,246,267,,0.177419355,0.416129032,0.525806452,0.793548387
2019/9/26,331,67,137,182,259,280,,0.202416918,0.413897281,0.549848943,0.782477341
2019/9/27,391,85,155,202,306,332,,0.217391304,0.396419437,0.516624041,0.782608696
2019/9/28,216,49,67,90,133,147,,0.226851852,0.310185185,0.416666667,0.615740741
2019/9/29,325,69,131,174,220,233,,0.212307692,0.403076923,0.535384615,0.676923077
2019/9/30,433,92,183,229,320,355,,0.212471132,0.422632794,0.52886836,0.739030023
2019/10/1,254,58,106,142,204,223,,0.228346457,0.417322835,0.559055118,0.803149606
2019/10/2,247,47,109,146,202,225,,0.190283401,0.441295547,0.591093117,0.817813765
2019/10/3,235,34,93,126,168,187,,0.144680851,0.395744681,0.536170213,0.714893617
2019/10/4,288,61,130,169,225,245,,0.211805556,0.451388889,0.586805556,0.78125
2019/10/5,226,23,49,67,87,96,,0.101769912,0.216814159,0.296460177,0.384955752
2019/10/6,235,42,86,119,173,188,,0.178723404,0.365957447,0.506382979,0.736170213
2019/10/7,218,40,90,122,168,183,,0.183486239,0.412844037,0.559633028,0.770642202
2019/10/8,304,38,125,164,237,253,,0.125,0.411184211,0.539473684,0.779605263
2019/10/9,317,45,129,159,252,276,,0.141955836,0.406940063,0.501577287,0.794952681
2019/10/10,327,56,128,163,228,238,,0.171253823,0.391437309,0.498470948,0.697247706
2019/10/11,344,64,140,177,242,255,,0.186046512,0.406976744,0.514534884,0.703488372
2019/10/12,363,38,109,138,193,202,,0.104683196,0.300275482,0.380165289,0.531680441
2019/10/13,224,48,109,141,185,195,,0.214285714,0.486607143,0.629464286,0.825892857
2019/10/14,321,46,98,118,156,163,,0.143302181,0.30529595,0.367601246,0.485981308
2019/10/15,338,47,109,147,184,188,,0.139053254,0.322485207,0.434911243,0.544378698
2019/10/16,343,58,124,149,179,192,,0.16909621,0.361516035,0.434402332,0.521865889
2019/10/17,333,64,127,174,212,224,,0.192192192,0.381381381,0.522522523,0.636636637
2019/10/18,392,94,178,227,281,301,,0.239795918,0.454081633,0.579081633,0.716836735
2019/10/19,247,57,104,142,160,165,,0.230769231,0.421052632,0.574898785,0.647773279
2019/10/20,188,24,43,58,62,65,,0.127659574,0.228723404,0.308510638,0.329787234
2019/10/21,318,40,66,85,105,108,,0.125786164,0.20754717,0.267295597,0.330188679
2019/10/22,313,57,91,111,129,140,,0.182108626,0.290734824,0.354632588,0.412140575
2019/10/23,332,30,56,70,78,85,,0.090361446,0.168674699,0.210843373,0.234939759
2019/10/24,358,56,110,134,152,161,,0.156424581,0.30726257,0.374301676,0.424581006
2019/10/25,360,42,71,87,105,117,,0.116666667,0.197222222,0.241666667,0.291666667
2019/10/26,213,34,65,91,114,122,,0.159624413,0.305164319,0.427230047,0.535211268
2019/10/29,270,72,130,164,205,221,,0.266666667,0.481481481,0.607407407,0.759259259
2019/10/30,237,75,131,159,193,204,,0.316455696,0.552742616,0.670886076,0.814345992
2019/10/31,307,91,134,165,215,238,,0.296416938,0.436482085,0.537459283,0.700325733
2019/11/1,337,58,120,155,195,215,,0.172106825,0.356083086,0.459940653,0.578635015
2019/11/2,190,34,74,93,114,122,,0.178947368,0.389473684,0.489473684,0.6
2019/11/3,130,24,52,58,74,79,,0.184615385,0.4,0.446153846,0.569230769
2019/11/4,252,48,86,122,144,156,,0.19047619,0.341269841,0.484126984,0.571428571
2019/11/5,231,55,107,145,178,203,,0.238095238,0.463203463,0.627705628,0.770562771
2019/11/6,233,69,116,150,188,205,,0.296137339,0.497854077,0.643776824,0.806866953
2019/11/7,265,46,69,89,120,139,,0.173584906,0.260377358,0.335849057,0.452830189
2019/11/8,309,50,104,138,162,181,,0.161812298,0.336569579,0.446601942,0.524271845
2019/11/9,212,48,86,110,134,146,,0.226415094,0.405660377,0.518867925,0.632075472
2019/11/10,155,34,65,94,110,116,,0.219354839,0.419354839,0.606451613,0.709677419
2019/11/11,250,50,101,132,165,179,,0.2,0.404,0.528,0.66
2019/11/12,319,74,138,177,210,223,,0.231974922,0.432601881,0.554858934,0.65830721
2019/11/13,346,57,103,137,180,193,,0.164739884,0.297687861,0.395953757,0.520231214
2019/11/14,309,49,137,182,245,264,,0.158576052,0.443365696,0.588996764,0.792880259
2019/11/15,338,61,177,216,283,296,,0.180473373,0.523668639,0.639053254,0.837278107
2019/11/16,198,39,91,113,156,168,,0.196969697,0.45959596,0.570707071,0.787878788
2019/11/17,180,44,81,115,152,160,,0.244444444,0.45,0.638888889,0.844444444
2019/11/18,286,52,126,176,229,249,,0.181818182,0.440559441,0.615384615,0.800699301
2019/11/19,284,44,127,170,236,252,,0.154929577,0.447183099,0.598591549,0.830985915
2019/11/20,265,50,124,165,211,224,,0.188679245,0.467924528,0.622641509,0.796226415
2019/11/21,297,48,136,183,239,254,,0.161616162,0.457912458,0.616161616,0.804713805
2019/11/22,333,54,144,195,271,284,,0.162162162,0.432432432,0.585585586,0.813813814
2019/11/23,176,38,84,112,149,161,,0.215909091,0.477272727,0.636363636,0.846590909
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
home 61,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2019/9/3,216,53,90,111,124,129,,0.24537037,0.416666667,0.513888889,0.574074074
2019/9/4,280,70,114,140,162,175,,0.25,0.407142857,0.5,0.578571429
2019/9/5,292,65,156,212,253,260,,0.22260274,0.534246575,0.726027397,0.866438356
2019/9/6,362,77,180,230,309,322,,0.212707182,0.497237569,0.635359116,0.85359116
2019/9/7,253,61,113,161,211,217,,0.241106719,0.446640316,0.636363636,0.833992095
2019/9/8,187,46,97,126,154,159,,0.245989305,0.518716578,0.673796791,0.823529412
2019/9/9,311,67,142,186,225,236,,0.215434084,0.45659164,0.59807074,0.723472669
2019/9/10,274,33,74,100,129,141,,0.120437956,0.270072993,0.364963504,0.47080292
2019/9/11,305,44,82,112,145,148,,0.144262295,0.268852459,0.367213115,0.475409836
2019/9/12,397,39,80,97,122,136,,0.098236776,0.201511335,0.244332494,0.307304786
2019/9/13,197,26,55,76,86,90,,0.131979695,0.279187817,0.385786802,0.436548223
2019/9/14,206,16,46,64,79,83,,0.077669903,0.223300971,0.310679612,0.383495146
2019/9/15,191,16,40,52,59,62,,0.083769634,0.209424084,0.272251309,0.308900524
2019/9/16,300,63,148,191,248,253,,0.21,0.493333333,0.636666667,0.826666667
2019/9/17,307,71,166,208,241,248,,0.231270358,0.540716612,0.67752443,0.785016287
2019/9/18,338,59,177,222,271,292,,0.174556213,0.523668639,0.656804734,0.801775148
2019/9/19,365,87,208,250,315,327,,0.238356164,0.569863014,0.684931507,0.863013699
2019/9/20,392,74,173,214,264,273,,0.18877551,0.441326531,0.545918367,0.673469388
2019/9/21,228,47,95,127,162,172,,0.206140351,0.416666667,0.557017544,0.710526316
2019/9/22,204,7,13,17,20,25,,0.034313725,0.06372549,0.083333333,0.098039216
2019/9/23,313,59,123,145,186,201,,0.188498403,0.392971246,0.463258786,0.594249201
2019/9/24,318,49,111,149,223,236,,0.15408805,0.349056604,0.468553459,0.701257862
2019/9/25,310,52,119,149,229,244,,0.167741935,0.383870968,0.480645161,0.738709677
2019/9/26,331,42,78,91,111,126,,0.126888218,0.235649547,0.274924471,0.335347432
2019/9/27,391,59,108,140,210,232,,0.150895141,0.276214834,0.358056266,0.537084399
2019/9/28,216,45,74,100,141,157,,0.208333333,0.342592593,0.462962963,0.652777778
2019/9/29,325,22,41,47,55,63,,0.067692308,0.126153846,0.144615385,0.169230769
2019/9/30,433,92,185,234,336,371,,0.212471132,0.427251732,0.540415704,0.775981524
2019/10/1,254,59,106,143,205,226,,0.232283465,0.417322835,0.562992126,0.807086614
2019/10/2,247,46,104,141,199,222,,0.186234818,0.421052632,0.570850202,0.805668016
2019/10/3,235,38,96,135,184,205,,0.161702128,0.408510638,0.574468085,0.782978723
2019/10/4,288,59,130,168,228,255,,0.204861111,0.451388889,0.583333333,0.791666667
2019/10/5,226,35,77,120,168,182,,0.154867257,0.340707965,0.530973451,0.743362832
2019/10/6,235,42,79,111,157,168,,0.178723404,0.336170213,0.472340426,0.668085106
2019/10/7,218,33,73,92,127,141,,0.151376147,0.334862385,0.422018349,0.582568807
2019/10/8,304,34,102,132,184,193,,0.111842105,0.335526316,0.434210526,0.605263158
2019/10/9,317,44,127,158,249,275,,0.138801262,0.400630915,0.498422713,0.785488959
2019/10/10,327,55,143,184,271,289,,0.168195719,0.437308869,0.562691131,0.828746177
2019/10/11,344,74,163,210,276,294,,0.215116279,0.473837209,0.610465116,0.802325581
2019/10/12,363,54,155,203,284,307,,0.148760331,0.426997245,0.55922865,0.782369146
2019/10/13,224,43,92,121,154,162,,0.191964286,0.410714286,0.540178571,0.6875
2019/10/14,321,47,113,138,179,183,,0.146417445,0.352024922,0.429906542,0.557632399
2019/10/15,338,43,113,159,206,215,,0.127218935,0.334319527,0.470414201,0.609467456
2019/10/16,343,39,68,83,100,106,,0.113702624,0.198250729,0.241982507,0.29154519
2019/10/17,333,49,123,172,211,227,,0.147147147,0.369369369,0.516516517,0.633633634
2019/10/18,392,80,151,195,244,263,,0.204081633,0.385204082,0.49744898,0.62244898
2019/10/19,247,67,130,176,206,219,,0.271255061,0.526315789,0.712550607,0.834008097
2019/10/20,188,47,88,127,152,157,,0.25,0.468085106,0.675531915,0.808510638
2019/10/21,318,65,130,175,225,242,,0.204402516,0.408805031,0.550314465,0.70754717
2019/10/22,313,72,120,162,194,215,,0.230031949,0.383386581,0.517571885,0.619808307
2019/10/23,332,67,162,227,263,277,,0.201807229,0.487951807,0.68373494,0.792168675
2019/10/24,358,83,159,231,296,321,,0.231843575,0.444134078,0.645251397,0.826815642
2019/10/25,360,87,165,224,267,290,,0.241666667,0.458333333,0.622222222,0.741666667
2019/10/26,213,50,100,143,178,192,,0.234741784,0.469483568,0.671361502,0.835680751
2019/10/29,270,72,131,165,208,226,,0.266666667,0.485185185,0.611111111,0.77037037
2019/10/30,237,75,131,159,193,204,,0.316455696,0.552742616,0.670886076,0.814345992
2019/10/31,307,90,142,181,236,260,,0.293159609,0.462540717,0.589576547,0.768729642
2019/11/1,337,50,101,136,175,195,,0.148367953,0.299703264,0.403560831,0.519287834
2019/11/2,190,42,82,106,127,134,,0.221052632,0.431578947,0.557894737,0.668421053
2019/11/3,130,8,21,22,29,30,,0.061538462,0.161538462,0.169230769,0.223076923
2019/11/4,252,57,92,136,161,181,,0.226190476,0.365079365,0.53968254,0.638888889
2019/11/5,231,55,107,145,178,203,,0.238095238,0.463203463,0.627705628,0.770562771
2019/11/6,233,69,116,151,189,206,,0.296137339,0.497854077,0.64806867,0.811158798
2019/11/7,265,66,122,170,204,221,,0.249056604,0.460377358,0.641509434,0.769811321
2019/11/8,309,52,110,146,171,191,,0.16828479,0.355987055,0.472491909,0.553398058
2019/11/9,212,44,81,114,136,148,,0.20754717,0.382075472,0.537735849,0.641509434
2019/11/10,155,42,82,112,131,139,,0.270967742,0.529032258,0.722580645,0.84516129
2019/11/11,250,54,117,156,203,222,,0.216,0.468,0.624,0.812
2019/11/12,319,73,155,204,259,277,,0.228840125,0.485893417,0.639498433,0.811912226
2019/11/13,346,68,129,168,232,247,,0.196531792,0.37283237,0.485549133,0.670520231
2019/11/14,309,37,104,130,179,194,,0.1197411,0.336569579,0.420711974,0.579288026
2019/11/15,338,51,139,163,212,224,,0.150887574,0.411242604,0.482248521,0.627218935
2019/11/16,198,22,53,68,94,102,,0.111111111,0.267676768,0.343434343,0.474747475
2019/11/17,180,19,44,61,81,84,,0.105555556,0.244444444,0.338888889,0.45
2019/11/18,286,50,122,170,224,242,,0.174825175,0.426573427,0.594405594,0.783216783
2019/11/19,284,41,102,141,197,211,,0.144366197,0.35915493,0.496478873,0.693661972
2019/11/20,265,49,120,159,205,218,,0.18490566,0.452830189,0.6,0.773584906
2019/11/21,297,48,136,185,239,254,,0.161616162,0.457912458,0.622895623,0.804713805
2019/11/22,333,32,78,102,131,136,,0.096096096,0.234234234,0.306306306,0.393393393
2019/11/23,176,27,58,77,102,110,,0.153409091,0.329545455,0.4375,0.579545455
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
home 63,,,,,,,,,,,
,,,,,,,,,,,
2019/9/3,216,34,93,105,112,117,,0.157407407,0.430555556,0.486111111,0.518518519
2019/9/4,280,57,170,234,265,268,,0.203571429,0.607142857,0.835714286,0.946428571
2019/9/5,292,63,166,225,274,280,,0.215753425,0.568493151,0.770547945,0.938356164
2019/9/6,362,81,186,234,315,331,,0.223756906,0.513812155,0.64640884,0.870165746
2019/9/7,253,70,127,180,227,234,,0.276679842,0.501976285,0.711462451,0.897233202
2019/9/8,187,49,107,140,161,163,,0.262032086,0.572192513,0.748663102,0.860962567
2019/9/9,311,66,152,210,256,266,,0.21221865,0.488745981,0.675241158,0.823151125
2019/9/10,274,63,139,185,236,251,,0.229927007,0.50729927,0.675182482,0.861313869
2019/9/11,305,76,148,216,257,259,,0.249180328,0.485245902,0.708196721,0.842622951
2019/9/12,397,90,188,241,273,292,,0.226700252,0.473551637,0.607052897,0.687657431
2019/9/13,197,35,50,57,63,64,,0.177664975,0.253807107,0.289340102,0.319796954
2019/9/14,206,15,39,50,54,56,,0.072815534,0.189320388,0.242718447,0.262135922
2019/9/15,191,24,43,53,55,58,,0.12565445,0.22513089,0.277486911,0.287958115
2019/9/16,300,23,34,38,47,48,,0.076666667,0.113333333,0.126666667,0.156666667
2019/9/17,307,25,47,52,58,60,,0.081433225,0.153094463,0.169381107,0.188925081
2019/9/18,338,21,47,51,57,60,,0.062130178,0.139053254,0.150887574,0.168639053
2019/9/19,365,18,38,41,45,48,,0.049315068,0.104109589,0.112328767,0.123287671
2019/9/20,392,65,98,113,122,127,,0.165816327,0.25,0.288265306,0.31122449
2019/9/21,228,18,26,36,43,44,,0.078947368,0.114035088,0.157894737,0.188596491
2019/9/22,204,11,19,23,27,29,,0.053921569,0.093137255,0.112745098,0.132352941
2019/9/23,313,12,19,20,25,26,,0.038338658,0.060702875,0.063897764,0.079872204
2019/9/24,318,9,10,16,21,26,,0.028301887,0.031446541,0.050314465,0.066037736
2019/9/25,310,2,5,7,12,16,,0.006451613,0.016129032,0.022580645,0.038709677
2019/9/26,331,12,17,21,25,28,,0.036253776,0.051359517,0.063444109,0.075528701
2019/9/27,391,9,18,28,31,34,,0.023017903,0.046035806,0.071611253,0.079283887
2019/9/28,216,5,5,6,12,14,,0.023148148,0.023148148,0.027777778,0.055555556
2019/9/29,325,8,10,13,17,19,,0.024615385,0.030769231,0.04,0.052307692
2019/9/30,433,10,19,25,36,41,,0.023094688,0.043879908,0.057736721,0.083140878
2019/10/1,254,5,9,10,19,23,,0.019685039,0.035433071,0.039370079,0.07480315
2019/10/2,247,7,13,18,28,29,,0.028340081,0.052631579,0.072874494,0.113360324
2019/10/3,235,4,8,8,10,11,,0.017021277,0.034042553,0.034042553,0.042553191
2019/10/4,288,8,13,15,23,27,,0.027777778,0.045138889,0.052083333,0.079861111
2019/10/5,226,3,5,7,7,10,,0.013274336,0.022123894,0.030973451,0.030973451
2019/10/6,235,1,4,5,9,12,,0.004255319,0.017021277,0.021276596,0.038297872
2019/10/7,218,2,4,4,12,13,,0.009174312,0.018348624,0.018348624,0.055045872
2019/10/8,304,5,9,12,19,23,,0.016447368,0.029605263,0.039473684,0.0625
2019/10/9,317,9,14,15,22,25,,0.028391167,0.044164038,0.047318612,0.069400631
2019/10/10,327,6,12,13,23,27,,0.018348624,0.036697248,0.039755352,0.070336391
2019/10/11,344,7,9,11,14,19,,0.020348837,0.026162791,0.031976744,0.040697674
2019/10/12,363,7,12,19,25,29,,0.019283747,0.033057851,0.052341598,0.068870523
2019/10/13,224,8,12,13,18,19,,0.035714286,0.053571429,0.058035714,0.080357143
2019/10/14,321,3,8,11,13,22,,0.009345794,0.024922118,0.034267913,0.040498442
2019/10/15,338,6,10,13,18,23,,0.017751479,0.029585799,0.038461538,0.053254438
2019/10/16,343,15,18,20,24,33,,0.043731778,0.052478134,0.058309038,0.069970845
2019/10/17,333,7,18,23,28,34,,0.021021021,0.054054054,0.069069069,0.084084084
2019/10/18,392,14,21,28,36,41,,0.035714286,0.053571429,0.071428571,0.091836735
2019/10/19,247,4,8,10,11,11,,0.016194332,0.032388664,0.04048583,0.044534413
2019/10/20,188,8,10,10,14,19,,0.042553191,0.053191489,0.053191489,0.074468085
2019/10/21,318,7,11,14,16,19,,0.022012579,0.034591195,0.044025157,0.050314465
2019/10/22,313,9,19,19,28,31,,0.028753994,0.060702875,0.060702875,0.089456869
2019/10/23,332,12,19,20,28,31,,0.036144578,0.057228916,0.060240964,0.084337349
2019/10/24,358,3,13,15,23,28,,0.008379888,0.036312849,0.041899441,0.06424581
2019/10/25,360,5,15,21,31,40,,0.013888889,0.041666667,0.058333333,0.086111111
2019/10/26,213,4,15,20,32,35,,0.018779343,0.070422535,0.093896714,0.150234742
2019/10/29,270,10,15,16,22,30,,0.037037037,0.055555556,0.059259259,0.081481481
2019/10/30,237,7,14,16,20,23,,0.029535865,0.05907173,0.067510549,0.084388186
2019/10/31,307,10,18,23,25,30,,0.03257329,0.058631922,0.074918567,0.081433225
2019/11/1,337,4,9,11,16,23,,0.011869436,0.026706231,0.03264095,0.047477745
2019/11/2,190,4,10,11,16,18,,0.021052632,0.052631579,0.057894737,0.084210526
2019/11/3,130,0,1,1,3,4,,0,0.007692308,0.007692308,0.023076923
2019/11/4,252,0,2,5,7,15,,0,0.007936508,0.01984127,0.027777778
2019/11/5,231,54,107,144,177,203,,0.233766234,0.463203463,0.623376623,0.766233766
2019/11/6,233,69,116,151,188,205,,0.296137339,0.497854077,0.64806867,0.806866953
2019/11/7,265,66,125,172,208,226,,0.249056604,0.471698113,0.649056604,0.78490566
2019/11/8,309,80,160,211,242,270,,0.258899676,0.517799353,0.682847896,0.783171521
2019/11/9,212,53,95,127,159,172,,0.25,0.448113208,0.599056604,0.75
2019/11/10,155,21,33,41,48,58,,0.135483871,0.212903226,0.264516129,0.309677419
2019/11/11,250,36,73,90,118,132,,0.144,0.292,0.36,0.472
2019/11/12,319,44,84,110,142,153,,0.137931034,0.263322884,0.344827586,0.445141066
2019/11/13,346,47,96,121,165,186,,0.13583815,0.277456647,0.349710983,0.476878613
2019/11/14,309,31,71,101,129,142,,0.100323625,0.229773463,0.326860841,0.417475728
2019/11/15,338,50,130,161,204,218,,0.147928994,0.384615385,0.476331361,0.603550296
2019/11/16,198,24,62,74,96,109,,0.121212121,0.313131313,0.373737374,0.484848485
2019/11/17,180,33,60,87,106,116,,0.183333333,0.333333333,0.483333333,0.588888889
2019/11/18,286,35,84,112,146,168,,0.122377622,0.293706294,0.391608392,0.51048951
2019/11/19,284,30,90,107,151,164,,0.105633803,0.316901408,0.376760563,0.531690141
2019/11/20,265,33,80,106,138,156,,0.124528302,0.301886792,0.4,0.520754717
2019/11/21,297,36,93,118,150,168,,0.121212121,0.313131313,0.397306397,0.505050505
2019/11/22,333,39,97,127,168,185,,0.117117117,0.291291291,0.381381381,0.504504505
2019/11/23,176,21,45,60,85,96,,0.119318182,0.255681818,0.340909091,0.482954545
,,,,,,,,,,,
,,,,,,,,,,,
gru 60,,,,,,,,,,,
,,,,,,,,,,,
2019/9/2,117,23,52,84,97,101,,0.196581197,0.444444444,0.717948718,0.829059829
2019/9/3,216,40,113,157,178,183,,0.185185185,0.523148148,0.726851852,0.824074074
